PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
-3.3760092711012164,0.9515069987080336,0.7005263857199304,0.088118828494721,1.6251460478718784,0.35915775381424747,2.5607845932803963,-0.33705449126934395,0.8201942774719679,-1.6068182880670394,-0.319836872979303,-0.012722348103828105,-1.6959398609474685,0.9546031097984741,-0.4551605838599707,0.8299103941821772,-0.3056082308274205,1.3105044439717362
0.08892846900726348,2.275772513089663,1.0293247998798882,0.9822282370074014,-3.604352231155454,0.021482648510895756,1.9118712929590516,0.9775609212150651,0.8795902668259133,0.9511915949181181,0.022734410261911638,0.8789273821590388,1.0276623042730144,-0.3688989538549858,-0.1937777490597772,0.46695892175655446,-0.28971398113776836,0.10872112295506922
-1.2074108055944675,1.4774354979339654,0.47091704036568466,1.3775257866156736,-0.5586861017003577,-1.6189534587731038,2.803215678871088,-0.14166848622540207,-0.017614110698986718,0.2298201377551347,-2.3647895025393106,0.6281245362617879,-0.03827653760991968,-0.5763358479929861,1.507061733689025,-0.32283299691415024,-0.05396889384943834,-2.115494266617258
2.3227356990288217,0.6201375275160832,-0.16769243428303185,-1.0639470209566821,-2.7720080113079817,-0.8004532176976036,-1.0001372676408051,-2.6184444773930857,0.7657891517250649,0.2906740639968791,1.4125049366109144,0.9072323343614053,-1.234226532729582,1.0298791524212654,1.1205534604937737,-0.4130497975466127,-1.3970242217756839,0.12268105547158044
-0.6131183544824726,1.4744970995704911,-1.0431850633930848,0.0708748646171014,0.0145450036249384,1.5047541967327895,0.8371391282949527,-0.7000466900878973,0.5600396508608478,0.2680199426978313,1.6397235876681273,1.4655745934355513,0.5023244687261746,-0.5276613072541483,0.47119821451302885,-0.824323386500498,0.10086178568797718,-0.3315767228836675
-1.8263755278473566,-1.4141415100138106,1.9835552779299583,-0.9483008024977383,2.2594242938146745,0.6722181812383852,0.08526698681970918,-1.1466849838252893,-0.34459043739718626,3.2261904811335644,4.4119789910314475,-1.3855203535570828,1.9500564564770881,0.46183423357031317,0.7899206976188159,-0.539551868790844,-0.8557106024730935,2.1050343230598867
-0.8500754434173245,-3.7436050541678845,-0.49644354520016926,-2.1723239088096356,-2.407410252712274,-0.7198481138948252,0.3142939231016546,-0.18251433321360228,2.7992793066528865,-1.5588376275056492,-0.9346036869362019,-1.4413683391609877,0.36773475174877635,0.21382257598709764,0.4266828942969573,-1.6072558410165037,0.6387347074447693,0.8680928558141013
-1.8763509318627825,2.1693269360520677,-1.675767047986947,3.135368543747116,1.572487523189661,0.15625163161426278,-0.12460270014980211,-0.6744323729104628,1.0965117817313128,0.35526371445911764,0.8881144643299237,0.6361873736522407,0.9855097347369958,1.2783021585845633,0.05576983226696598,-0.2715156560147927,-0.6812983388586556,-0.4716323100517657
1.87614010227575,-1.913563022819927,0.2849202257766905,3.016956582971815,0.9014566369719781,0.9139977515576796,3.0067401959677604,0.4634283767648711,1.4339099577093541,-2.204883151160454,1.553390648035606,0.7396837571850996,-0.17779752095628276,0.6091095748491312,-1.311966626791214,0.25986225235110705,-0.8956228268488169,0.6857588336008787
2.2762287281994307,1.5737749917392447,-1.3527275131933618,1.7489414066792972,1.210185641004938,-1.4982224664000185,1.4099860058852756,-0.8539036441020662,-0.8809923958552492,0.2552870959981251,-0.22848984903232128,0.3208076828311383,0.07511098017716299,-0.8243971597020194,-1.3328341821736591,-0.10654126608510067,0.7125002601507548,-0.10690397705467063
