PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,match
0.2490136533222012,1.3857743527086883,0.5729689009807252,0.1786604985669427,-3.46562399822686,-0.521625958026236,-0.9461734597108132,-1.0157842030576676,0.7316355571716093,-1.2165250757593624,0.8511664746136897,-1.7667036659976867,0.2719663481944427,0.7507476968551601,-1.9289807128832783,-0.2675328428471761,-1.7006255203658471,0.6062977045840292,0
-0.4114073964025957,1.2939462961190429,0.8898224910007647,0.7636296502711167,-5.027076704899183,-0.6067968487921646,-3.0649178298031963,-0.8250637297116826,2.0768860353354213,-1.3843936384528552,-2.046977427659144,-2.065368800598692,-0.8062865359558328,2.707361819842768,-1.5975412691240962,2.707044422534782,-1.3800894270199775,1.3381163486623435,0
-1.0788229540959855,3.452556713373397,3.331326460053475,-0.0255086228880423,-3.187466369485878,-0.9810323446426088,0.9036256890006896,-1.4160197228067586,-0.7304291459831171,-1.5802470608647798,-0.2823125666326908,-2.0820329068763206,-1.5199614146833271,1.2986886070240458,-1.8379401339201884,0.0018979841632615,-1.7438128069384005,0.8440286368645609,1
-0.5143906983246676,1.9445970004644375,1.2843801460430844,0.4998852234113378,-3.51872357809724,-0.6218708788190842,-1.3314990819320984,-1.1943044521039028,0.8558636888191863,-1.5791879244073326,-1.2637959425463936,-1.7808932299393587,-0.4875572352547426,2.5988343340231723,-2.7531267386199936,1.6156969243688,-0.2849605993134629,1.1650137555251852,1
0.8365637663522251,1.4280603684445312,1.147021716770986,-0.4106783192299422,-2.685091948374267,-0.7733639329814307,0.2780048996215837,-0.8651091832002148,0.0685544178951917,-1.6158880770331705,0.470324010888041,-1.998322300111149,-0.3301979460120012,0.3667423029965646,-1.5579862306212715,-0.6858204535615424,-1.9462551248989357,0.5454418059960742,1
1.222535007943974,0.512172268642495,1.0505507381578805,-0.3501040662842673,-3.745882874173272,-0.2508327960235964,-1.5638677802267449,-0.8703736543264905,1.181901245166498,-0.9279980407683196,0.9804517014881642,-2.587128365006189,-0.1644591057449663,-0.1674966249511573,-2.7104862350341854,-1.1167168912566463,-1.4913652879166064,-0.3964663463170486,0
1.595980958143291,0.3302632616675498,-0.571041772794725,0.0562179489539304,-2.60005294530705,-0.3496839497076048,-0.6092714639207089,-1.057158046782955,0.6662993841385727,-1.3764315081392489,1.4108510343388652,-1.5799233108092936,0.950962553085282,-0.0619863959521665,-2.6746992807593672,-0.7244597224803446,-1.8412327191983628,-0.0112415180223577,0
1.1014275020269346,0.6427541562911685,-0.3019170939954076,-0.2908664013723263,-2.3637629657578016,-0.0807471988871302,0.0287655470377475,-0.90816045287454,0.1095471244707745,-2.137987089093913,1.4517784585631273,-1.6781897438826552,-0.3234867913763528,0.338575171289135,-1.1130384683161374,-0.1197900256783478,-2.62223995841643,1.1891399078660907,0
-0.9423697984976264,1.8336557084491765,0.552259913317199,0.7057384303391636,-3.747578775929545,-0.353021543544408,-1.6713479919592806,-0.908301524668738,1.1868194485360115,-1.2975760647954109,1.2084047274761172,-1.8616097082429417,0.4163143863120654,-0.1858727588408352,-2.747247290340244,-1.04524797345764,-1.8487639760382104,-0.2292914609961468,1
0.1907965006631526,0.0919258459476452,-0.8087566665563397,0.3119947018938974,-5.917593463567507,-0.3676655712720477,-4.366766589708616,-0.3389033442692083,3.2428055011075965,-0.9690038303824712,0.2707575096889156,-2.3950210486418,0.6914462293844029,-0.7059621689930795,0.8959846653291131,-0.7626807476022812,-4.184524909508073,0.4220790913646166,0
