PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-1.641742879328522,-2.4488815389243355,-1.509860906750484,3.1379145635679797,1.4750596589848561,-0.1528919569043383,0.18647087082705463,-1.2123148504535701,0.862704836585212,0.19613428344276618,0.42628828688700016,1.3050853969962446,1.636172862844825,1.2716846639243904,-1.1183706861332563,0.6457134388323106,0.43914663943524157,0.17437991528587005,0.0459268886516041,-0.2988728120008835
2.039531123797949,2.0639551404984386,-1.583880239784232,2.729591722314462,-1.6299299502301268,2.401621988152759,0.23896618497179573,-1.3395956912213893,-1.9071609006068388,0.6032212667150506,0.10012716345846104,1.1672884057679556,-0.03300269200289277,1.2238288589174655,1.2043872568774163,0.6988445775557616,0.3753363061104566,0.01657456235579296,-0.9791633743481707,1.390639145893103
-2.1595462388578675,3.411072568838584,-0.273783031804736,-2.1087238775420976,0.9421503709266403,1.842831291167876,0.4254507563091202,-0.7827177459249302,0.2548416728469013,-1.3431353614833634,0.1802728783294421,-1.6485751674238478,-0.8523740069190827,1.2685443424387062,-0.011357347320877417,0.21633200720210402,-0.25608536588465874,1.0204388573706071,0.9695212991310588,0.8337690550070753
2.5060664293996178,3.3513026733758315,-1.02217436971543,-2.7677920911017186,-0.29999062507983065,1.1729677172605213,1.8689006954658716,0.27070306592530946,-0.11164807590603691,0.6586648827023358,-0.382361795993291,0.8582402078136293,-0.3088630563919351,2.4719793295558983,-1.2627429856711994,0.3684738584054269,-1.3726845809926096,1.7199206751252532,-0.6529762274447779,2.042767396069487
-0.9059603007137864,0.365384520106883,-0.30977068433790994,0.3933760952986858,-1.5035473483872919,-1.4868487659026655,0.5711088685023764,-0.8536549233227898,1.124172478424583,0.26158510290608034,1.2645167076218748,0.4297226158665256,-0.8019663284423915,-0.34210011602910695,0.6621196183075021,0.35756701158737064,-0.4574663752202836,1.668593936130813,-0.13950389843745448,-0.014255250684516765
1.2459840629452283,1.3417427894709597,-1.4074976935889165,0.5745733057290908,0.15057921301673846,0.42741171194925737,2.551263987796961,0.599949105739629,-1.7342087916136872,-1.9185281129148515,-1.2343127154679236,-0.25504227322923767,0.2475956218662238,-0.7084014503480967,2.405750797172582,0.15361053563792168,0.9235072220915193,-0.5422379720419653,-0.435648514525335,-1.3242439267390527
-4.535924686838415,-1.0754103547682194,-0.46601892019179125,-0.820603007882424,3.6634027524396315,-0.25008297205346386,0.19251799463383004,-0.849362321229337,-0.7545103172534301,0.2743671804672025,1.516113918044495,-2.0395066589754687,2.476881056695231,0.008867289153646173,2.006265996974108,-0.8735826265947161,-1.4789232831751118,-1.2213081765135474,1.3971753182521847,-0.8018197381501055
-3.5757166535550144,-1.4354003282944052,-2.4005317334990695,-1.5717026679897466,1.2075813803163038,0.0274341851131161,0.876052209587951,-0.7866519160754157,-1.1221703353547685,0.01936235954013228,-1.2721035668004985,-1.2806200467062112,-1.6724726856545935,1.9465235830108325,0.25174567384843494,-1.6254103998761749,-0.9104255234222497,-0.3710528198505186,0.43410557695034474,0.584608478913254
-0.15049606406782165,0.3437894595201143,-1.2326118712228131,2.3032030527227905,1.0802482227708936,-0.2799459630995863,1.2433713628269671,-1.6972054972760982,-0.9137533863675708,-0.922607341087768,-0.3230877238503036,-0.6615440882886282,0.13448132901759707,-0.3403477637532103,-0.4200607769685891,1.2980489801492268,0.3687152689027797,0.19697321955865543,0.7222937081944154,0.34012307389034446
-0.6981556986795423,3.048641939065622,-3.4855262168866563,-1.889784165600307,1.3315826651159786,-1.1819376452558619,1.767810618438163,-0.37266526566360336,-1.1241906619743984,1.4074043932482747,0.14800197873301293,-2.106262965749207,-1.694772616687491,0.741117037020978,-2.2981833713237254,1.6826858272334873,0.8548516140526085,-0.08058929259390481,-0.3073203682107533,0.8947109529792225
